RouteID,PaymentPlan,StartHub,StartLatitude,StartLongitude,StartDate,StartTime,EndHub,EndLatitude,EndLongitude,EndDate,EndTime,TripType,BikeID,BikeName,Distance_Miles,Duration,RentalAccessPath,MultipleRental
12482670,Subscriber,NE Holladay at MLK - Community Corral,45.529689,-122.661806,10/7/2019,8:47,NE Couch at MLK,45.52358836,-122.6619177,10/7/2019,8:50,,6559,0394 XC BIKETOWN,0.37,0:03:45,keypad_rfid_card,FALSE
12482676,Casual,,45.5133295,-122.6713328,10/7/2019,8:47,,45.5006137,-122.6521584,10/7/2019,8:56,,6080,0096 BIKETOWN,2.15,0:09:30,keypad,FALSE
12482684,Subscriber,,45.5100817,-122.6547203,10/7/2019,8:48,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,10/7/2019,8:54,,6277,0186 BIKETOWN,0.56,0:05:52,mobile,FALSE
12482694,Subscriber,,45.5314628,-122.685491,10/7/2019,8:49,,45.531407,-122.6885338,10/7/2019,8:52,,6213,0310 BIKETOWN,0.14,0:02:26,keypad,FALSE
12482696,Casual,SE Clinton at 21st,45.5033655,-122.6447314,10/7/2019,8:49,,45.5229274,-122.657678,10/7/2019,9:02,,6620,0754 BIKETOWN,1.72,0:13:04,keypad,FALSE
12482714,Subscriber,,45.5193484,-122.653644,10/7/2019,8:51,,45.5193416,-122.6516153,10/7/2019,8:55,,6527,0801 BIKETOWN,0.16,0:03:21,keypad,FALSE
12482713,Casual,NW Everett at 22nd,45.52487653,-122.6965141,10/7/2019,8:51,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,8:58,,6666,0349 BIKETOWN,1.18,0:07:03,keypad,FALSE
12482722,Casual,,45.5229504,-122.6831526,10/7/2019,8:52,SW Harvey Milk at Burnside,45.522793,-122.684012,10/7/2019,8:54,,6556,0397 BIKETOWN,0.08,0:01:43,keypad,FALSE
12482728,Casual,SE 14th at Stark,45.51844688,-122.651685,10/7/2019,8:53,SW 5th at Main,45.51609691,-122.6790771,10/7/2019,9:04,,6789,0446 BIKETOWN,1.78,0:10:35,mobile,FALSE
12482731,Subscriber,,45.5168609,-122.6874677,10/7/2019,8:53,SW Harvey Milk at Burnside,45.522793,-122.684012,10/7/2019,8:58,,7201,0027 BIKETOWN,0.4,0:04:54,keypad_rfid_card,FALSE
12482763,Casual,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,10/7/2019,8:58,,45.5393258,-122.6749157,10/7/2019,9:14,,6379,0225 BIKETOWN,1.76,0:15:42,keypad,FALSE
12482765,Casual,SE Belmont at 20th,45.51636144,-122.6460457,10/7/2019,8:59,NW 4th at Couch,45.52378902,-122.6747386,10/7/2019,9:14,,7396,0069 BIKETOWN,1.88,0:14:59,keypad,FALSE
12482766,Casual,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,10/7/2019,8:59,,45.5393258,-122.6749157,10/7/2019,9:14,,7178,0672 BIKETOWN,1.71,0:14:58,keypad,FALSE
12482777,Casual,,45.5220269,-122.6810799,10/7/2019,8:59,SW Harvey Milk at Burnside,45.522793,-122.684012,10/7/2019,9:02,,7498,0181 BIKETOWN ,0.21,0:03:11,keypad,FALSE
12482779,Casual,SE 14th at Stark,45.51844688,-122.651685,10/7/2019,9:00,,45.5186626,-122.6742051,10/7/2019,9:11,,6253,0753 BIKETOWN,1.29,0:11:06,mobile,FALSE
12482780,Subscriber,NW 22nd at Lovejoy,45.52976024,-122.6966429,10/7/2019,9:00,NW 22nd at Lovejoy,45.52976024,-122.6966429,10/7/2019,9:02,,6401,0350 BIKETOWN,0.08,0:02:01,mobile,FALSE
12482795,Casual,NW Front at 17th,45.53715171,-122.6881027,10/7/2019,9:02,,45.5353146,-122.7088176,10/7/2019,9:13,,6052,0494 BIKETOWN,1.23,0:10:11,keypad,FALSE
12482806,Subscriber,NW 22nd at Lovejoy,45.52976024,-122.6966429,10/7/2019,9:04,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,10/7/2019,9:19,,6798,0811 BIKETOWN ,1.82,0:15:39,keypad,FALSE
12482809,Casual,SE 40th at Hawthorne,45.51186486,-122.6210475,10/7/2019,9:04,NW Station at Irving,45.5282777,-122.6766282,10/7/2019,9:31,,6061,0165 BIKETOWN,4.03,0:26:47,keypad,FALSE
12482817,Subscriber,,45.5264728,-122.685306,10/7/2019,9:05,,45.5231234,-122.6713456,10/7/2019,9:12,,7331,1015 RIP CITY RIDER,0.86,0:06:43,keypad_rfid_card,FALSE
12482816,Casual,,45.5218947,-122.6834357,10/7/2019,9:05,SW Yamhill at Director Park,45.51898132,-122.6812685,10/7/2019,9:09,,7343,"1011 DESIGN BIKE, NE CYCLING LIFE",0.37,0:03:50,keypad,FALSE
12482828,Subscriber,SW 3rd at Ankeny,45.52247868,-122.6732969,10/7/2019,9:06,,45.5231295,-122.6733823,10/7/2019,9:11,,6823,0714 BIKETOWN,0.16,0:04:49,keypad,FALSE
12482832,Casual,NW Everett at 22nd,45.52487653,-122.6965141,10/7/2019,9:06,NW Broadway at Everett,45.52507854,-122.6775563,10/7/2019,9:13,,6256,0360 BIKETOWN,1.01,0:06:59,keypad,FALSE
12482836,Casual,,45.5299294,-122.6753219,10/7/2019,9:07,,45.5367755,-122.7068868,10/7/2019,9:23,,6318,0919 BIKETOWN,1.84,0:15:34,keypad,FALSE
12482846,Subscriber,N Failing at Williams,45.55076344,-122.6668663,10/7/2019,9:09,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,10/7/2019,9:27,,6639,0833 BIKETOWN,2.54,0:18:07,keypad,TRUE
12482860,Casual,Tilikum West at SW Moody,45.5027677,-122.6714408,10/7/2019,9:11,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,10/7/2019,9:22,,6241,0599 BIKETOWN,1.63,0:10:58,mobile,FALSE
12482866,Casual,NW Everett at 22nd,45.52487653,-122.6965141,10/7/2019,9:12,NW Naito at Ironside,45.52871176,-122.674166,10/7/2019,9:22,,6500,0136 BIKETOWN,1.73,0:10:13,keypad,FALSE
12482881,Subscriber,,45.5193416,-122.6516153,10/7/2019,9:14,,45.5172294,-122.6597443,10/7/2019,9:21,,6527,0801 BIKETOWN,0.56,0:07:41,mobile,FALSE
12482884,Subscriber,NW Naito at Ironside,45.52871176,-122.674166,10/7/2019,9:14,,45.5266153,-122.6775827,10/7/2019,9:20,,6894,0252 BIKETOWN,0.54,0:05:57,keypad_rfid_card,FALSE
12482892,Casual,,45.5032813,-122.7152774,10/7/2019,9:16,NW 4th at Couch,45.52378902,-122.6747386,10/7/2019,9:21,,6301,0247 BIKETOWN,2.35,0:05:13,keypad,FALSE
12482898,Casual,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,10/7/2019,9:16,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,10/7/2019,9:18,,6414,0363 BIKETOWN,0.08,0:01:56,keypad,FALSE
12482928,Casual,,45.523086,-122.6754201,10/7/2019,9:20,SW 5th at Oak,45.5211726,-122.6763654,10/7/2019,9:24,,6490,0915 BIKETOWN,0.18,0:03:32,keypad,FALSE
12482947,Subscriber,,45.5278242,-122.6894156,10/7/2019,9:22,,45.5250657,-122.684239,10/7/2019,9:28,,6033,0525 BIKETOWN,0.44,0:05:25,mobile,FALSE
12482976,Subscriber,SE Taylor at Chavez Community Corral,45.51502139,-122.6224422,10/7/2019,9:27,,45.5164465,-122.6391431,10/7/2019,9:40,,6224,0727 BIKETOWN,0.92,0:12:41,keypad_rfid_card,FALSE
12482978,Casual,,45.5626863,-122.6749798,10/7/2019,9:28,,45.5343546,-122.6576039,10/7/2019,9:46,,7296,0981 BLACK HISTORY MONTH,2.81,0:18:09,keypad,FALSE
12482989,Casual,,45.5164147,-122.6800628,10/7/2019,9:29,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,9:40,,6800,0193 BIKETOWN,1.11,0:10:32,mobile,FALSE
12482999,Casual,,45.5206847,-122.6789069,10/7/2019,9:32,SW 5th at Oak,45.5211726,-122.6763654,10/7/2019,9:37,,19864,0023 BIKETOWN,0.33,0:05:50,keypad,FALSE
12483000,Subscriber,,45.5313698,-122.6905623,10/7/2019,9:32,,45.5204119,-122.6778923,10/7/2019,9:44,,7260,0699 BIKETOWN,1.32,0:12:15,mobile,FALSE
12483012,Subscriber,,45.5180852,-122.6931962,10/7/2019,9:34,,45.5142733,-122.6835026,10/7/2019,9:39,,6631,0332  BIKETOWN,0.6,0:05:12,keypad,FALSE
12483019,Subscriber,,45.5069185,-122.6733703,10/7/2019,9:35,,45.5024783,-122.6723477,10/7/2019,9:47,,6146,0456 BIKETOWN,1.23,0:11:37,keypad_rfid_card,FALSE
12483021,Subscriber,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,10/7/2019,9:35,,45.5024783,-122.6723477,10/7/2019,9:38,,7195,0887 BIKETOWN,0.31,0:02:09,keypad,FALSE
12483024,Casual,,45.5315127,-122.6824564,10/7/2019,9:36,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,10/7/2019,9:47,,6796,0203 BIKETOWN,1.08,0:11:07,keypad,FALSE
12483038,Casual,N Williams at Fremont,45.5475928,-122.6667604,10/7/2019,9:38,,45.5154699,-122.6736457,10/7/2019,9:58,,6626,0547 BIKETOWN,2.72,0:20:07,keypad_rfid_card,FALSE
12483042,Casual,,45.533359,-122.6987561,10/7/2019,9:38,,45.5307017,-122.6762415,10/7/2019,9:50,,6056,0790 BIKETOWN,1.42,0:12:01,mobile,FALSE
12483049,Casual,NE 48th at Fremont - Community Corral,45.548307,-122.613677,10/7/2019,9:39,,45.5120609,-122.626765,10/7/2019,10:17,,7305,"0988 DESIGN BIKE, N PAUL BUNYAN",3.54,0:38:03,mobile,FALSE
12483050,Casual,SW Morrison at 18th,45.52196048,-122.6896772,10/7/2019,9:39,,45.5128022,-122.6751137,10/7/2019,9:47,,7263,0001 BIKETOWN,1.25,0:08:25,mobile,FALSE
12483057,Casual,,45.5251698,-122.6785327,10/7/2019,9:41,,45.5334913,-122.6712089,10/7/2019,9:44,,6543,0344 BIKETOWN,0.87,0:03:25,keypad,FALSE
12483061,Subscriber,SW 18th at Jefferson,45.51816567,-122.6924908,10/7/2019,9:41,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,10/7/2019,9:50,,6470,0320 BIKETOWN,0.79,0:08:51,keypad,FALSE
12483062,Casual,SE Powell Blvd at 28th,45.497874,-122.637516,10/7/2019,9:41,,45.4971123,-122.6345456,10/7/2019,9:45,,24813,0038 BIKETOWN,0.17,0:04:26,keypad,FALSE
12483071,Subscriber,NW Station at Irving,45.5282777,-122.6766282,10/7/2019,9:42,,45.5312952,-122.6946193,10/7/2019,9:54,,6630,0688 BIKETOWN,1.08,0:11:36,keypad,FALSE
12483072,Casual,SE 30th at Division,45.50468892,-122.6345551,10/7/2019,9:42,SE 34th at Division,45.5048393,-122.6296306,10/7/2019,10:32,,6304,0330 BIKETOWN,4.36,0:49:56,keypad,TRUE
12483079,Casual,SE 30th at Division,45.50468892,-122.6345551,10/7/2019,9:44,SE 34th at Division,45.5048393,-122.6296306,10/7/2019,10:32,,28106,0319 BIKETOWN,4.34,0:48:22,keypad,TRUE
12483094,Subscriber,,45.5360712,-122.6852715,10/7/2019,9:45,,45.5201388,-122.6768712,10/7/2019,9:55,,7301,0971 WOMEN’S HISTORY MONTH ,1.28,0:09:52,keypad,FALSE
12483120,Casual,,45.5198656,-122.6758501,10/7/2019,9:49,SW 5th at Morrison,45.51889487,-122.6774061,10/7/2019,9:52,,7203,0382 BIKETOWN,0.18,0:02:58,keypad,FALSE
12483136,Subscriber,SW Park at W Burnside - Community Corral,45.52276526,-122.6789939,10/7/2019,9:50,,45.523048,-122.6774256,10/7/2019,9:52,,6480,0726 BIKETOWN,0.13,0:01:54,keypad_rfid_card,FALSE
12483148,Casual,,45.531477,-122.6844821,10/7/2019,9:51,NW 13th at Marshall,45.53080401,-122.6844227,10/7/2019,9:54,,6069,0890 BIKETOWN,0.2,0:03:02,keypad,FALSE
12483153,Subscriber,,45.5200382,-122.6879003,10/7/2019,9:52,,45.5137595,-122.6843666,10/7/2019,10:00,,6848,0548 BIKETOWN,0.71,0:08:14,mobile,FALSE
12483171,Subscriber,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,10/7/2019,9:54,NE 15th at Broadway,45.53508224,-122.6505639,10/7/2019,10:26,,6465,0802 BIKETOWN,4.37,0:31:36,keypad_rfid_card,FALSE
12483177,Subscriber,,45.5164465,-122.6391431,10/7/2019,9:54,,45.5200657,-122.654653,10/7/2019,10:23,,6224,0727 BIKETOWN,1.23,0:29:08,keypad_rfid_card,FALSE
12483188,Subscriber,,45.523048,-122.6774256,10/7/2019,9:56,,45.5252069,-122.6765159,10/7/2019,9:59,,6480,0726 BIKETOWN,0.24,0:03:16,keypad_rfid_card,FALSE
12483207,Casual,,45.5195924,-122.674829,10/7/2019,9:58,SW 3rd at Morrison,45.51803882,-122.6755822,10/7/2019,10:01,,7265,0370 BIKETOWN,0.14,0:03:15,keypad,FALSE
12483226,Casual,,45.5164147,-122.6800628,10/7/2019,9:59,NW 18th at Flanders,45.52556242,-122.6892561,10/7/2019,11:40,,7108,0235 BIKETOWN,14.04,1:40:10,keypad,FALSE
12483238,Casual,,45.52651,-122.6832776,10/7/2019,10:01,,45.5307017,-122.6762415,10/7/2019,10:09,,6312,0892 BIKETOWN,0.81,0:08:24,mobile,FALSE
12483260,Casual,,45.5186626,-122.6742051,10/7/2019,10:03,,45.5182595,-122.6755506,10/7/2019,10:06,,6253,0753 BIKETOWN,0.11,0:02:19,keypad,FALSE
12483283,Casual,SE 9th at Belmont,45.51633325,-122.6566324,10/7/2019,10:06,,45.5236472,-122.6597021,10/7/2019,10:12,,6370,0244 BIKETOWN,0.65,0:05:52,keypad_rfid_card,FALSE
12483295,Casual,NW 18th at Northrup,45.53142501,-122.6895659,10/7/2019,10:09,SE Ladd at Hawthorne,45.5120818,-122.6533493,10/7/2019,10:31,,6634,0583 BIKETOWN ,3.39,0:22:15,keypad,FALSE
12483310,Casual,,45.5193521,-122.679635,10/7/2019,10:11,SW Yamhill at Director Park,45.51898132,-122.6812685,10/7/2019,10:14,,6571,0272 BIKETOWN,0.17,0:02:44,keypad,FALSE
12483317,Subscriber,,45.5130821,-122.6818658,10/7/2019,10:12,Tilikum West at SW Moody,45.5027677,-122.6714408,10/7/2019,10:20,,6819,0299 BIKETOWN,1,0:08:19,mobile,FALSE
12483323,Casual,NW Flanders at 14th,45.52579919,-122.6855063,10/7/2019,10:13,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,10/7/2019,10:18,,6483,0606 BIKETOWN,0.83,0:04:57,keypad,FALSE
12483335,Casual,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,10:15,SE Ladd at Hawthorne,45.5120818,-122.6533493,10/7/2019,10:41,,6063,0536 BIKETOWN ,2.11,0:25:51,keypad,TRUE
12483346,Subscriber,,45.4933598,-122.6327215,10/7/2019,10:17,,45.4933538,-122.6297967,10/7/2019,10:41,,6295,0393 BIKETOWN,0.6,0:24:12,keypad_rfid_card,FALSE
12483364,Casual,N Vancouver at Alberta,45.55941042,-122.6685226,10/7/2019,10:19,SW Naito at Morrison,45.51782551,-122.6724963,10/7/2019,11:16,,7151,0129 BIKETOWN,5.87,0:57:23,keypad,FALSE
12483366,Casual,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,10:19,SE Ladd at Hawthorne,45.5120818,-122.6533493,10/7/2019,10:41,,6578,0065 BIKETOWN,2.1,0:21:51,keypad,TRUE
12483373,Casual,,45.5393258,-122.6749157,10/7/2019,10:19,NW Kearney at 23rd,45.52914205,-122.6987028,10/7/2019,10:40,,7178,0672 BIKETOWN,2.21,0:20:42,keypad,FALSE
12483372,Casual,,45.5393258,-122.6749157,10/7/2019,10:19,NW Kearney at 23rd,45.52914205,-122.6987028,10/7/2019,10:40,,6379,0225 BIKETOWN,2.22,0:20:17,keypad,FALSE
12483374,Casual,,45.5193521,-122.679635,10/7/2019,10:19,NW Johnson at Jamison Square,45.5286366,-122.6820195,10/7/2019,11:00,,6299,0711 BIKETOWN,4.48,0:40:43,keypad,FALSE
12483395,Subscriber,,45.5308499,-122.6328277,10/7/2019,10:21,NE Couch at MLK,45.52358836,-122.6619177,10/7/2019,10:33,,6275,0826 XM BIKETOWN,1.71,0:11:06,mobile,FALSE
12483414,Casual,,45.4971123,-122.6345456,10/7/2019,10:23,,45.4881509,-122.6228498,10/7/2019,10:34,,24813,0038 BIKETOWN,1.22,0:11:06,keypad,FALSE
12483420,Subscriber,SE Elliott at Division,45.50512504,-122.6533681,10/7/2019,10:24,SE Elliott at Division,45.50512504,-122.6533681,10/7/2019,10:44,,6228,0580 BIKETOWN,1.58,0:19:51,keypad,FALSE
12483424,Casual,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,10:24,SW 3rd at Morrison,45.51803882,-122.6755822,10/7/2019,10:44,,5987,0487 BIKETOWN,1.21,0:19:56,mobile,FALSE
12483433,Subscriber,NW 19th at Johnson,45.52862062,-122.6905073,10/7/2019,10:25,NW Johnson at Jamison Square,45.5286366,-122.6820195,10/7/2019,10:29,,6594,0772 BIKETOWN,0.41,0:03:16,mobile,FALSE
12483489,Subscriber,,45.5218677,-122.6747676,10/7/2019,10:35,NW Broadway at Everett,45.52507854,-122.6775563,10/7/2019,11:27,,6303,0735 BIKETOWN,3.69,0:51:28,keypad_rfid_card,FALSE
12483496,Subscriber,NE Couch at MLK,45.52358836,-122.6619177,10/7/2019,10:36,NE Holladay at MLK - Community Corral,45.529689,-122.661806,10/7/2019,10:43,,6559,0394 XC BIKETOWN,0.5,0:07:06,mobile,FALSE
12483514,Subscriber,NW Naito at Ironside,45.52871176,-122.674166,10/7/2019,10:38,,45.523048,-122.6774256,10/7/2019,10:46,,6786,0529 BIKETOWN  ,0.68,0:07:09,keypad_rfid_card,FALSE
12483529,Casual,NE MLK at Knott,45.54179953,-122.6614845,10/7/2019,10:40,SW 5th at Morrison,45.51889487,-122.6774061,10/7/2019,11:07,,7179,0431 XM BIKETOWN,3.19,0:26:59,keypad,FALSE
12483532,Casual,,45.5307017,-122.6762415,10/7/2019,10:41,,45.5315047,-122.6586386,10/7/2019,10:55,,6056,0790 BIKETOWN,1.41,0:13:57,mobile,FALSE
12483562,Subscriber,,45.5165028,-122.6556917,10/7/2019,10:44,,45.5165028,-122.6556917,10/7/2019,11:20,,6224,0727 BIKETOWN,0.63,0:36:22,keypad_rfid_card,FALSE
12483565,Subscriber,,45.5300414,-122.6854175,10/7/2019,10:44,,45.530808,-122.6637158,10/7/2019,10:57,,7490,0815 BIKETOWN,1.47,0:13:05,mobile,FALSE
12483596,Casual,,45.5482481,-122.6045565,10/7/2019,10:47,NE 11th at Holladay Park,45.53027884,-122.654669,10/7/2019,11:27,,6220,0659 BIKETOWN,5.99,0:40:13,keypad,FALSE
12483600,Casual,SE Hawthorne at 20th,45.51222277,-122.6454261,10/7/2019,10:47,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,10/7/2019,11:01,,7497,0576 BIKETOWN,2.22,0:13:34,keypad,FALSE
12483607,Subscriber,,45.523048,-122.6774256,10/7/2019,10:48,,45.5231391,-122.6723799,10/7/2019,10:52,,6786,0529 BIKETOWN  ,0.29,0:04:01,keypad_rfid_card,FALSE
12483617,Subscriber,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,10/7/2019,10:49,NW 22nd at Lovejoy,45.52976024,-122.6966429,10/7/2019,11:02,,6470,0320 BIKETOWN,1.88,0:12:27,mobile,FALSE
12483619,Casual,SE Ladd at Hawthorne,45.5120818,-122.6533493,10/7/2019,10:50,SE Ladd at Hawthorne,45.5120818,-122.6533493,10/7/2019,11:19,,6634,0583 BIKETOWN ,1.61,0:29:26,keypad,FALSE
12483647,Casual,,45.4881509,-122.6228498,10/7/2019,10:53,SE 29th and Gladstone - Community Corral,45.493341,-122.635762,10/7/2019,11:00,,24813,0038 BIKETOWN,1.04,0:07:21,keypad,FALSE
12483656,Casual,NW Kearney at 23rd,45.52914205,-122.6987028,10/7/2019,10:54,,45.5355355,-122.6968141,10/7/2019,10:59,,6379,0225 BIKETOWN,0.55,0:05:35,keypad,FALSE
12483661,Casual,NW Kearney at 23rd,45.52914205,-122.6987028,10/7/2019,10:54,,45.5355355,-122.6968141,10/7/2019,10:59,,7178,0672 BIKETOWN,0.51,0:05:01,keypad,FALSE
12483688,Casual,NE Glisan at 24th,45.52649493,-122.6416328,10/7/2019,10:57,,45.5449084,-122.6775915,10/7/2019,11:34,,6078,0055 BIKETOWN,3.36,0:36:20,mobile,TRUE
12483689,Casual,NE Going at Grand,45.55645437,-122.6603794,10/7/2019,10:57,NE 2nd at NE Schuyler,45.53561394,-122.6636343,10/7/2019,11:28,,6785,0074 BIKETOWN,2.32,0:30:39,keypad,FALSE
12483691,Casual,NE Going at Grand,45.55645437,-122.6603794,10/7/2019,10:58,NE 2nd at NE Schuyler,45.53561394,-122.6636343,10/7/2019,11:28,,6885,0682 BIKETOWN,2.34,0:30:13,keypad,FALSE
12483702,Casual,,45.5602487,-122.6204173,10/7/2019,10:59,NE 42nd at NE Alberta Court,45.558361,-122.620361,10/7/2019,11:03,,7328,1000 AIR SAFARI ,0.22,0:04:27,mobile,FALSE
12483714,Subscriber,,45.5164994,-122.6546774,10/7/2019,11:01,SE 9th at Belmont,45.51633325,-122.6566324,10/7/2019,11:15,,6658,0619 BIKETOWN,0.09,0:14:51,keypad_rfid_card,FALSE
12483732,Casual,,45.5251884,-122.67753,10/7/2019,11:03,,45.5236962,-122.6811554,10/7/2019,11:06,,6857,0750 BIKETOWN,0.28,0:03:01,keypad,FALSE
12483729,Casual,NE Glisan at 24th,45.52649493,-122.6416328,10/7/2019,11:04,,45.5449084,-122.6775915,10/7/2019,11:33,,6473,0656 BIKETOWN,3.4,0:29:47,keypad,TRUE
12483745,Casual,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,10/7/2019,11:05,SW Harrison at 1st,45.50971347,-122.6777159,10/7/2019,11:13,,6272,0685 BIKETOWN,0.88,0:08:03,keypad_rfid_card,FALSE
12483744,Casual,SE Alder at 6th,45.5178988,-122.6600522,10/7/2019,11:05,,45.5164994,-122.6546774,10/7/2019,11:09,,6638,0334 BIKETOWN,0.33,0:03:35,keypad,FALSE
12483749,Casual,,45.5602487,-122.6204173,10/7/2019,11:06,NE 42nd at NE Alberta Court,45.558361,-122.620361,10/7/2019,11:09,,6067,0298 BIKETOWN,0.15,0:03:36,mobile,FALSE
12483758,Casual,,45.5231234,-122.6713456,10/7/2019,11:08,NW Couch at 11th,45.52374151,-122.6818129,10/7/2019,11:13,,6826,0377 BIKETOWN,0.54,0:04:44,keypad,FALSE
12483764,Casual,SW Harvey Milk at Burnside,45.522793,-122.684012,10/7/2019,11:09,,45.5314628,-122.685491,10/7/2019,11:14,,6556,0397 BIKETOWN,0.69,0:05:03,mobile,FALSE
12483767,Subscriber,Tilikum West at SW Moody,45.5027677,-122.6714408,10/7/2019,11:09,SW 12th at Clay,45.51507401,-122.6870298,10/7/2019,11:20,,6831,0357 BIKETOWN,1.34,0:10:42,keypad,FALSE
12483774,Subscriber,,45.5315017,-122.6834541,10/7/2019,11:09,SW Harrison at 1st,45.50971347,-122.6777159,10/7/2019,11:45,,6055,0449 BIKETOWN,2.86,0:35:27,keypad,TRUE
12483773,Casual,,45.5231391,-122.6723799,10/7/2019,11:09,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,11:14,,6442,0249 BIKETOWN,0.16,0:04:16,keypad,FALSE
12483790,Subscriber,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,10/7/2019,11:11,,45.5360712,-122.6852715,10/7/2019,11:16,,6652,0518 BIKETOWN,0.35,0:04:30,keypad,FALSE
12483787,Casual,,45.5164994,-122.6546774,10/7/2019,11:11,SE Alder at 6th,45.5178988,-122.6600522,10/7/2019,11:15,,6638,0334 BIKETOWN,0.45,0:03:57,mobile,FALSE
12483797,Casual,N Williams at Fremont,45.5475928,-122.6667604,10/7/2019,11:12,NW Broadway at Everett,45.52507854,-122.6775563,10/7/2019,11:23,,6173,0229 BIKETOWN,1.83,0:11:10,mobile,FALSE
12483824,Casual,SW Salmon at Waterfront Park,45.51556831,-122.6738924,10/7/2019,11:15,SW 4th at Jefferson (City Hall) - Community Corral,45.515145,-122.678423,10/7/2019,11:24,,6626,0547 BIKETOWN,0.47,0:09:30,mobile,FALSE
12483846,Subscriber,,45.5251028,-122.6822107,10/7/2019,11:17,NW Broadway at Everett,45.52507854,-122.6775563,10/7/2019,11:21,,7287,0561 MSS BIKETOWN,0.25,0:03:53,keypad_rfid_card,FALSE
12483855,Casual,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,11:18,SW 2nd at Pine,45.52142066,-122.6726291,10/7/2019,12:21,,6048,0741 BIKETOWN,4.35,1:03:06,keypad,TRUE
12483858,Casual,NW 2nd at Everett,45.52536699,-122.6725459,10/7/2019,11:18,SW 2nd at Pine,45.52142066,-122.6726291,10/7/2019,12:21,,6209,0522 LCK BIKETOWN,4.35,1:02:39,keypad,TRUE
12483889,Subscriber,SW River at Montgomery,45.50910258,-122.6735169,10/7/2019,11:21,,45.5366204,-122.6862613,10/7/2019,11:38,,6861,0541 BIKETOWN,2.43,0:16:44,mobile,FALSE
12483888,Subscriber,SW 2nd at Pine,45.52142066,-122.6726291,10/7/2019,11:21,,45.5273269,-122.677609,10/7/2019,11:30,,6482,0308 BIKETOWN,0.72,0:08:10,mobile,FALSE
12483895,Subscriber,,45.5111947,-122.6805467,10/7/2019,11:22,SW 5th at Main,45.51609691,-122.6790771,10/7/2019,11:55,,7355,"1006 DESIGN BIKE, NE CYCLING LIFE",2.2,0:32:17,keypad,FALSE
12483902,Subscriber,SW 12th at Clay,45.51507401,-122.6870298,10/7/2019,11:23,SW 18th at Jefferson,45.51816567,-122.6924908,10/7/2019,11:31,,7186,0597 BIKETOWN,0.66,0:07:53,keypad,FALSE
12483904,Subscriber,,45.5251884,-122.67753,10/7/2019,11:23,,45.5265956,-122.6785969,10/7/2019,11:27,,7230,0003 XM BIKETOWN,0.58,0:03:49,keypad,FALSE
12483914,Subscriber,SW 12th at Clay,45.51507401,-122.6870298,10/7/2019,11:24,SW 4th at College,45.50936198,-122.6812121,10/7/2019,11:29,,6831,0357 BIKETOWN,0.62,0:05:06,keypad_rfid_card,FALSE
12483934,Subscriber,,45.5299294,-122.6753219,10/7/2019,11:26,,45.5265285,-122.6822635,10/7/2019,11:40,,6103,0302 BIKETOWN,0.81,0:14:00,keypad,FALSE
12483936,Casual,,45.5355355,-122.6968141,10/7/2019,11:26,,45.5201302,-122.6711389,10/7/2019,11:46,,7178,0672 BIKETOWN,2.39,0:20:13,keypad,FALSE
12483937,Casual,Tilikum West at SW Moody,45.5027677,-122.6714408,10/7/2019,11:26,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,10/7/2019,11:30,,6366,0486 BIKETOWN,0.28,0:03:34,keypad,FALSE
12483940,Casual,,45.5355355,-122.6968141,10/7/2019,11:27,,45.5201302,-122.6711389,10/7/2019,11:46,,6379,0225 BIKETOWN,2.4,0:19:54,keypad,FALSE
12483945,Casual,,45.5069185,-122.6733703,10/7/2019,11:27,,45.5209759,-122.707823,10/7/2019,12:04,,6080,0096 BIKETOWN,3.51,0:37:04,keypad,FALSE
12483964,Casual,,45.554632,-122.676598,10/7/2019,11:29,,45.5591122,-122.6546242,10/7/2019,11:39,,6487,0429 BIKETOWN,1.62,0:10:09,keypad_rfid_card,FALSE
